content,identifier,color,fileheader,width,height,align,ifThumbnail
비고,content,brown,FALSE,140,,center
상,text,brown,FALSE,140,,center
중,text,brown,FALSE,140,,center
상,text,brown,FALSE,140,,center
상,text,brown,FALSE,140,,center
상,text,brown,FALSE,140,,center
상,text,brown,FALSE,140,,center
비고,content,brown,FALSE,130,,center
상,text,brown,FALSE,130,,center
중,text,brown,FALSE,130,,center
중,text,brown,FALSE,130,,center
