content,identifier,color,fileheader,width,height,align,ifThumbnail
비고,content,brown,FALSE,140,,center
2015.04～2018.09,text,brown,FALSE,140,,center
2013.01～2013.06,text,brown,FALSE,140,,center
비고,content,brown,FALSE,130,,center
프로젝트 수행언어,text,brown,FALSE,130,,center
교육과정 메인언어,text,brown,FALSE,130,,center
취미,text,brown,FALSE,130,,center
비고,content,brown,FALSE,130,,center
영어,text,brown,FALSE,130,,center
IT,text,brown,FALSE,130,,center
사무,text,brown,FALSE,130,,center
